recipe_id,r_idx
18947,2241
18951,2242
18960,2243
18962,2244
18970,2245
18973,2246
18989,2247
18992,2248
18993,2249
18995,2250
18996,2251
19004,2252
19007,2253
19009,2254
19012,2255
19017,2256
19023,2257
19042,2258
19046,2259
19047,2260
19050,2261
19051,2262
19054,2263
19061,2264
19064,2265
19065,2266
19066,2267
19068,2268
19070,2269
19071,2270
19072,2271
19078,2272
19080,2273
19087,2274
19091,2275
19097,2276
19101,2277
19104,2278
19107,2279
19110,2280
19111,2281
19115,2282
19119,2283
19129,2284
19152,2285
19154,2286
19155,2287
19160,2288
19177,2289
19187,2290
19209,2291
19210,2292
19213,2293
19224,2294
19227,2295
19239,2296
19247,2297
19252,2298
19253,2299
19254,2300
19257,2301
19259,2302
19260,2303
19267,2304
19279,2305
19290,2306
19299,2307
19300,2308
19302,2309
19305,2310
19308,2311
19310,2312
19315,2313
19319,2314
19324,2315
19336,2316
19337,2317
19339,2318
19344,2319
19345,2320
19355,2321
19356,2322
19368,2323
19378,2324
19380,2325
19383,2326
19395,2327
19402,2328
19404,2329
19405,2330
19407,2331
19410,2332
19411,2333
19417,2334
19420,2335
19421,2336
19424,2337
19428,2338
19433,2339
19442,2340
19453,2341
19456,2342
19457,2343
19476,2344
19479,2345
19483,2346
19490,2347
19492,2348
19495,2349
19504,2350
19505,2351
19507,2352
19513,2353
19515,2354
19517,2355
19520,2356
19522,2357
19525,2358
19529,2359
19530,2360
19532,2361
19537,2362
19541,2363
19556,2364
19559,2365
19565,2366
19576,2367
19577,2368
19578,2369
19581,2370
19589,2371
19590,2372
19595,2373
19596,2374
19611,2375
19623,2376
19650,2377
19653,2378
19654,2379
19655,2380
19658,2381
19660,2382
19664,2383
19666,2384
19667,2385
19677,2386
19678,2387
19688,2388
19710,2389
19717,2390
19724,2391
19725,2392
19737,2393
19766,2394
19776,2395
19788,2396
19807,2397
19808,2398
19815,2399
19817,2400
19821,2401
19823,2402
19838,2403
19842,2404
19844,2405
19851,2406
19857,2407
19859,2408
19861,2409
19869,2410
19871,2411
19875,2412
19889,2413
19894,2414
19895,2415
19901,2416
19909,2417
19912,2418
19915,2419
19921,2420
19929,2421
19931,2422
19935,2423
19943,2424
19952,2425
19957,2426
19962,2427
19973,2428
19974,2429
19983,2430
19984,2431
19989,2432
19993,2433
20002,2434
20023,2435
20036,2436
20037,2437
20046,2438
20048,2439
20051,2440
20052,2441
20064,2442
20073,2443
20076,2444
20080,2445
20083,2446
20094,2447
20099,2448
20107,2449
20110,2450
20116,2451
20117,2452
20124,2453
20130,2454
20134,2455
20144,2456
20145,2457
20147,2458
20149,2459
20154,2460
20155,2461
20158,2462
20159,2463
20161,2464
20167,2465
20184,2466
20187,2467
20192,2468
20195,2469
20196,2470
20225,2471
20226,2472
20233,2473
20235,2474
20245,2475
20265,2476
20266,2477
20272,2478
20277,2479
20283,2480
20285,2481
20287,2482
20324,2483
20340,2484
20349,2485
20352,2486
20356,2487
20357,2488
20360,2489
20374,2490
20376,2491
20379,2492
20387,2493
20431,2494
20445,2495
20453,2496
20462,2497
20468,2498
20470,2499
20476,2500
20480,2501
20492,2502
20496,2503
20500,2504
